id,bom_id:id,product_id:id,product_qty,product_uom:id
scenario.bom_line1467,scenario.bom_141783,scenario.product_141762,1,product.product_uom_unit
scenario.bom_line1472,scenario.bom_141784,scenario.product_141508,1,product.product_uom_unit
scenario.bom_line1471,scenario.bom_141784,scenario.product_141727,1,product.product_uom_unit
scenario.bom_line1470,scenario.bom_141784,scenario.product_141721,1,product.product_uom_unit
scenario.bom_line1473,scenario.bom_141785,scenario.product_141721,1,product.product_uom_unit
scenario.bom_line1475,scenario.bom_141785,scenario.product_141738,1,product.product_uom_unit
scenario.bom_line1474,scenario.bom_141785,scenario.product_141748,1,product.product_uom_unit
scenario.bom_line1477,scenario.bom_141786,scenario.product_141755,1,product.product_uom_unit
scenario.bom_line1478,scenario.bom_141786,scenario.product_141739,1,product.product_uom_unit
scenario.bom_line1476,scenario.bom_141786,scenario.product_141721,1,product.product_uom_unit
scenario.bom_line1479,scenario.bom_141787,scenario.product_141721,1,product.product_uom_unit
scenario.bom_line1481,scenario.bom_141787,scenario.product_141740,1,product.product_uom_unit
scenario.bom_line1480,scenario.bom_141787,scenario.product_141758,1,product.product_uom_unit
scenario.bom_line1484,scenario.bom_141788,scenario.product_141762,1,product.product_uom_unit
scenario.bom_line1483,scenario.bom_141788,scenario.product_141721,1,product.product_uom_unit
scenario.bom_line1572,scenario.bom_141788,scenario.product_142077,1,product.product_uom_unit
scenario.bom_line1487,scenario.bom_141789,scenario.product_141722,1,product.product_uom_unit
scenario.bom_line1488,scenario.bom_141789,scenario.product_141727,1,product.product_uom_unit
scenario.bom_line1489,scenario.bom_141789,scenario.product_141508,1,product.product_uom_unit
scenario.bom_line1491,scenario.bom_141790,scenario.product_141748,1,product.product_uom_unit
scenario.bom_line1492,scenario.bom_141790,scenario.product_141738,1,product.product_uom_unit
scenario.bom_line1490,scenario.bom_141790,scenario.product_141722,1,product.product_uom_unit
scenario.bom_line1493,scenario.bom_141791,scenario.product_141722,1,product.product_uom_unit
scenario.bom_line1495,scenario.bom_141791,scenario.product_141739,1,product.product_uom_unit
scenario.bom_line1494,scenario.bom_141791,scenario.product_141755,1,product.product_uom_unit
scenario.bom_line1497,scenario.bom_141792,scenario.product_141758,1,product.product_uom_unit
scenario.bom_line1498,scenario.bom_141792,scenario.product_141740,1,product.product_uom_unit
scenario.bom_line1496,scenario.bom_141792,scenario.product_141722,1,product.product_uom_unit
scenario.bom_line1500,scenario.bom_141793,scenario.product_141722,1,product.product_uom_unit
scenario.bom_line1573,scenario.bom_141793,scenario.product_142077,1,product.product_uom_unit
scenario.bom_line1501,scenario.bom_141793,scenario.product_141762,1,product.product_uom_unit
scenario.bom_line1506,scenario.bom_141794,scenario.product_141508,1,product.product_uom_unit
scenario.bom_line1504,scenario.bom_141794,scenario.product_141723,1,product.product_uom_unit
scenario.bom_line1505,scenario.bom_141794,scenario.product_141727,1,product.product_uom_unit
scenario.bom_line1509,scenario.bom_141795,scenario.product_141738,1,product.product_uom_unit
scenario.bom_line1507,scenario.bom_141795,scenario.product_141723,1,product.product_uom_unit
scenario.bom_line1508,scenario.bom_141795,scenario.product_141748,1,product.product_uom_unit
scenario.bom_line1511,scenario.bom_141796,scenario.product_141755,1,product.product_uom_unit
scenario.bom_line1510,scenario.bom_141796,scenario.product_141723,1,product.product_uom_unit
scenario.bom_line1512,scenario.bom_141796,scenario.product_141739,1,product.product_uom_unit
scenario.bom_line1515,scenario.bom_141797,scenario.product_141740,1,product.product_uom_unit
scenario.bom_line1513,scenario.bom_141797,scenario.product_141723,1,product.product_uom_unit
scenario.bom_line1514,scenario.bom_141797,scenario.product_141758,1,product.product_uom_unit
scenario.bom_line1518,scenario.bom_141798,scenario.product_141762,1,product.product_uom_unit
scenario.bom_line1517,scenario.bom_141798,scenario.product_141723,1,product.product_uom_unit
scenario.bom_line1574,scenario.bom_141798,scenario.product_142077,1,product.product_uom_unit
scenario.bom_line1522,scenario.bom_141799,scenario.product_141727,1,product.product_uom_unit
scenario.bom_line1521,scenario.bom_141799,scenario.product_141724,1,product.product_uom_unit
scenario.bom_line1523,scenario.bom_141799,scenario.product_141508,1,product.product_uom_unit
scenario.bom_line1525,scenario.bom_141800,scenario.product_141748,1,product.product_uom_unit
scenario.bom_line1524,scenario.bom_141800,scenario.product_141724,1,product.product_uom_unit
scenario.bom_line1526,scenario.bom_141800,scenario.product_141738,1,product.product_uom_unit
scenario.bom_line1529,scenario.bom_141801,scenario.product_141739,1,product.product_uom_unit
scenario.bom_line1527,scenario.bom_141801,scenario.product_141724,1,product.product_uom_unit
scenario.bom_line1528,scenario.bom_141801,scenario.product_141755,1,product.product_uom_unit
scenario.bom_line1531,scenario.bom_141802,scenario.product_141758,1,product.product_uom_unit
scenario.bom_line1530,scenario.bom_141802,scenario.product_141724,1,product.product_uom_unit
scenario.bom_line1532,scenario.bom_141802,scenario.product_141740,1,product.product_uom_unit
scenario.bom_line1534,scenario.bom_141803,scenario.product_141724,1,product.product_uom_unit
scenario.bom_line1575,scenario.bom_141803,scenario.product_142077,1,product.product_uom_unit
scenario.bom_line1535,scenario.bom_141803,scenario.product_141762,1,product.product_uom_unit
scenario.bom_line1540,scenario.bom_141804,scenario.product_141508,1,product.product_uom_unit
scenario.bom_line1538,scenario.bom_141804,scenario.product_141725,1,product.product_uom_unit
scenario.bom_line1539,scenario.bom_141804,scenario.product_141727,1,product.product_uom_unit
scenario.bom_line1543,scenario.bom_141805,scenario.product_141738,1,product.product_uom_unit
scenario.bom_line1541,scenario.bom_141805,scenario.product_141725,1,product.product_uom_unit
scenario.bom_line1542,scenario.bom_141805,scenario.product_141748,1,product.product_uom_unit
scenario.bom_line1545,scenario.bom_141806,scenario.product_141755,1,product.product_uom_unit
scenario.bom_line1544,scenario.bom_141806,scenario.product_141725,1,product.product_uom_unit
scenario.bom_line1546,scenario.bom_141806,scenario.product_141739,1,product.product_uom_unit
scenario.bom_line1549,scenario.bom_141807,scenario.product_141740,1,product.product_uom_unit
scenario.bom_line1547,scenario.bom_141807,scenario.product_141725,1,product.product_uom_unit
scenario.bom_line1548,scenario.bom_141807,scenario.product_141758,1,product.product_uom_unit
scenario.bom_line1584,scenario.bom_141808,scenario.product_141762,1,product.product_uom_unit
scenario.bom_line1580,scenario.bom_141808,scenario.product_141725,1,product.product_uom_unit
scenario.bom_line1585,scenario.bom_141808,scenario.product_142077,1,product.product_uom_unit
