id,product_tmpl_id:id,product_uom:id,product_qty,active
scenario.bom_142128,scenario.product_142128,product.product_uom_unit,1,true
scenario.bom_142129,scenario.product_142129,product.product_uom_unit,1,true
scenario.bom_142130,scenario.product_142130,product.product_uom_unit,1,true
scenario.bom_142131,scenario.product_142131,product.product_uom_unit,1,true
scenario.bom_142132,scenario.product_142132,product.product_uom_unit,1,true
scenario.bom_142133,scenario.product_142133,product.product_uom_unit,1,true
scenario.bom_142134,scenario.product_142134,product.product_uom_unit,1,true
scenario.bom_142175,scenario.product_142175,product.product_uom_unit,1,true
scenario.bom_142176,scenario.product_142176,product.product_uom_unit,1,true
scenario.bom_142177,scenario.product_142177,product.product_uom_unit,1,true
scenario.bom_142178,scenario.product_142178,product.product_uom_unit,1,true
scenario.bom_142179,scenario.product_142179,product.product_uom_unit,1,true
scenario.bom_142180,scenario.product_142180,product.product_uom_unit,1,true
scenario.bom_142181,scenario.product_142181,product.product_uom_unit,1,true
scenario.bom_142182,scenario.product_142182,product.product_uom_unit,1,true
scenario.bom_142183,scenario.product_142183,product.product_uom_unit,1,true
scenario.bom_142184,scenario.product_142184,product.product_uom_unit,1,true
scenario.bom_142185,scenario.product_142185,product.product_uom_unit,1,true
scenario.bom_142186,scenario.product_142186,product.product_uom_unit,1,true
scenario.bom_142187,scenario.product_142187,product.product_uom_unit,1,true
scenario.bom_142188,scenario.product_142188,product.product_uom_unit,1,true
scenario.bom_142189,scenario.product_142189,product.product_uom_unit,1,true
scenario.bom_142190,scenario.product_142190,product.product_uom_unit,1,true
scenario.bom_142191,scenario.product_142191,product.product_uom_unit,1,true
scenario.bom_142192,scenario.product_142192,product.product_uom_unit,1,true
scenario.bom_142193,scenario.product_142193,product.product_uom_unit,1,true
scenario.bom_142194,scenario.product_142194,product.product_uom_unit,1,true
scenario.bom_142195,scenario.product_142195,product.product_uom_unit,1,true
scenario.bom_142196,scenario.product_142196,product.product_uom_unit,1,true
scenario.bom_142197,scenario.product_142197,product.product_uom_unit,1,true
scenario.bom_142198,scenario.product_142198,product.product_uom_unit,1,true
scenario.bom_142199,scenario.product_142199,product.product_uom_unit,1,true
scenario.bom_142200,scenario.product_142200,product.product_uom_unit,1,true
scenario.bom_142201,scenario.product_142201,product.product_uom_unit,1,true
scenario.bom_142202,scenario.product_142202,product.product_uom_unit,1,true
scenario.bom_142203,scenario.product_142203,product.product_uom_unit,1,true
scenario.bom_142204,scenario.product_142204,product.product_uom_unit,1,true
scenario.bom_142205,scenario.product_142205,product.product_uom_unit,1,true
scenario.bom_142206,scenario.product_142206,product.product_uom_unit,1,true
scenario.bom_142207,scenario.product_142207,product.product_uom_unit,1,true
scenario.bom_142208,scenario.product_142208,product.product_uom_unit,1,true
scenario.bom_142209,scenario.product_142209,product.product_uom_unit,1,true
scenario.bom_142210,scenario.product_142210,product.product_uom_unit,1,true
scenario.bom_142211,scenario.product_142211,product.product_uom_unit,1,true
scenario.bom_142212,scenario.product_142212,product.product_uom_unit,1,true
scenario.bom_142213,scenario.product_142213,product.product_uom_unit,1,true
scenario.bom_142214,scenario.product_142214,product.product_uom_unit,1,true
scenario.bom_142215,scenario.product_142215,product.product_uom_unit,1,true
scenario.bom_142216,scenario.product_142216,product.product_uom_unit,1,true
scenario.bom_142217,scenario.product_142217,product.product_uom_unit,1,true
