id,name,user_id:id,date_start,date_end,street,zip,city,stage_id:id,build_type,project_type_id:id
scenario.buildingproject_-2144261558,"Gewerbehaus Von Allmen, Pfäffikon",scenario.res_users_rgl,2006-09-04,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261556,"Objekt: EFH Meier, Offerte: 2055157, 2055235",scenario.res_users_pgl,2006-08-15,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261554,"Objekt: ?, Offerte 2055482",scenario.res_users_cfr,2006-09-15,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261552,"Objekt: ?, Offerte 2055510",scenario.res_users_cfr,2006-09-15,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261550,"Objekt: ?, Offerte 2055098",scenario.res_users_cfr,2006-09-18,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261548,"Objekt: ?, Offerte 2054421",scenario.res_users_cfr,2006-09-19,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261546,"Objekt: ?, Offerte 2055507",scenario.res_users_cfr,2006-09-19,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261544,"Objekt: ?, Offerte 2055510",scenario.res_users_cfr,2006-09-19,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261542,"Kundenanlässe (Workshops, Events etc) mit Otto Fischer",scenario.res_users_sku,2006-09-21,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261541,Wohnsiedlung Leimbach,scenario.res_users_sku,2006-09-26,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261539,Wohnüberbauung am Katzenbach,scenario.res_users_sku,2006-09-27,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261537,"Objekt: ?, Offerte: 2055693",scenario.res_users_cfr,2006-09-18,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261535,"Objekt: Valsecchi Bellerivestrasse 241, Auftragsnummer: 108141.001, Offerte: 2051551",scenario.res_users_cfr,2005-09-01,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261533,"ZIS, Eichenweg 2, Adliswil",scenario.res_users_dla,2006-04-24,,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261531,"Objekt: ?, Auftragsnummer: LAOOM153901, Offerte 2055787",scenario.res_users_cfr,2006-09-26,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261529,Objekt: Treppenhaus umbau MFH,scenario.res_users_cfr,2006-02-16,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261527,"Objekt: Kontainer SBB, Offerte: 2051555",scenario.res_users_cfr,2006-09-01,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261525,"Objekt: ETH Zürich ETZ, Gloriastrasse, Auftragsnummer 312224.00",scenario.res_users_sku,2006-09-06,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261523,"Objekt: Museum Rietberg, Offerte: 2054409",scenario.res_users_sku,2006-05-16,2009-12-31,,,,specific_building_project.stage_won_completed,,specific_building_project.type_public
scenario.buildingproject_-2144261521,"Objekt: Glattpark Logo, Opfikon",scenario.res_users_sku,2006-10-18,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261519,"Objekt: Kreuzkapelle, Wettingen",scenario.res_users_sku,2006-10-18,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261517,"Objekt: Buckhauserstrasse, Zürich",scenario.res_users_sku,2006-10-18,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261515,"Objekt: Belle Vue, Berikon, Wohnbau",scenario.res_users_sku,2006-10-18,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261513,"Objekt: Chesa Arno, Silvaplana",scenario.res_users_sku,2006-10-20,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261511,"Objekt: Carlton Hotel, St. Moritz",scenario.res_users_sku,2006-10-20,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261509,Objekt: ?,scenario.res_users_sku,2006-10-20,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261507,"Objekt: Schulungsplätze LCN, Offerte: 2055557",scenario.res_users_rgl,2006-09-06,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261505,"Objekt: Wohnpark Eichwiesen, Fällanden, Auftragsnummer: 102364.001",scenario.res_users_cfr,2005-05-17,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261503,"Objekt: Schulhäuser Lendenbach und Bachtel, Wetzikon, Umbau und Erweiterung, Auftragsnummer: 102379.001, Offerte: 2050711",scenario.res_users_cfr,2005-06-13,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261501,"Objekt: MFH Hulfteggstrasse, Winterthur, Offerte: 2053504",scenario.res_users_cfr,2006-02-16,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261499,"Objekt: GU-Batigroup Badener-/Buckhauserstrasse, Auftragsnummer: 108218.001, Offerte: 2052410",scenario.res_users_cfr,2005-11-15,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261497,"Objekt: 10 EFH Dachsegg, Rüti, Offerte: 2051199",scenario.res_users_cfr,2005-07-26,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261495,"Allreal/Takt 9 Hohlstrasse, 108028.001, Offerte: 2052251",scenario.res_users_cfr,2005-11-02,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261493,"Objekt: Hotel Dolder, Zürich",scenario.res_users_cfr,2006-09-21,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261491,"Objekt: Zentralbibliothek, Auftragsnummer: Sibi 410000, Offerte: 2055653",scenario.res_users_sgl,2006-09-13,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261489,"Objekt: CS Wädenswil, Offerte: 2056153, 20+2%",scenario.res_users_sku,2006-10-24,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261487,"Objekt: Personalhaus Palace, St. Moritz, Offerte: 2056120",scenario.res_users_sku,2006-10-20,2009-12-31,,,,specific_building_project.stage_won_realisation,,
scenario.buildingproject_-2144261485,"Objekt: Sihlcity, Zürich, Auftragsnummer: 2507",scenario.res_users_cfr,2006-03-24,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261483,Objekt: Uni Irchel 2. Ettappe,scenario.res_users_sku,2006-08-25,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261481,"Objekt: Wohnsiedlung Brunnenhof, Offerte: 2051197",scenario.res_users_cfr,2005-07-26,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261479,Objekt: ?,scenario.res_users_pgl,2006-11-21,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261477,"Objekt: Kantonsschule Baden, Offerte: 2056407",scenario.res_users_cfr,2006-11-09,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261475,"Objekt: Hotel ?, BE-567833, Offerte 2056701",scenario.res_users_cfr,2006-11-29,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261473,"Objekt: Alters- und Pflegeheim, Weinfelden, Offerte: 2056490",scenario.res_users_sku,2006-11-14,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261471,"TBZ, Sihlstrasse 101, 8005 Zürich",scenario.res_users_sku,2004-07-01,2009-12-31,,,,specific_building_project.stage_won_realisation,,
scenario.buildingproject_-2144261469,"Objekt: Hebelstrasse 7, Basel",scenario.res_users_sku,2007-01-11,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261467,"Objekt: ?, Auftragsnummer: 103103.348.01, Offerte: 2054906",scenario.res_users_cfr,2006-07-06,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261465,Objekt: Schulhaus Alpenstrasse. Offerte: 2054421,scenario.res_users_sku,2006-05-17,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261463,"Objekt: Haltenstrasse, Auftragsnummer: 101264.001, Offerte: 2054420",scenario.res_users_cfr,2006-05-17,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261461,"Objekt: Migros Grünau, Offerte GH",scenario.res_users_sku,2007-01-18,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261459,"Objekt: ?, Offerte: 2057335",scenario.res_users_cfr,2007-01-18,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261457,"Objekt: Crone Plaza, Offerte: 2057367",scenario.res_users_cfr,2007-01-24,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261455,"EFH Richner, Reitibuechstrasse 16, 5636 Benzenschwil",scenario.res_users_sku,2006-09-23,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261453,"Objekt: Giardino, GEWOBAG, Schlieren, Offerte: 2053126",scenario.res_users_cfr,2006-01-17,2009-12-31,,,,specific_building_project.stage_won_realisation,,
scenario.buildingproject_-2144261451,"Objekt: CeCe Areal, Whg-Bau, ZH-Affoltern",scenario.res_users_sku,2007-01-26,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261449,"Objekt: Cattaneo, Dietikon, Offerte: 2054437",scenario.res_users_cfr,2006-05-19,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261447,"Objekt: Grafenau Süd, Zug, Offerte GH",scenario.res_users_sku,2007-01-26,2009-12-31,,,,specific_building_project.stage_won_realisation,,
scenario.buildingproject_-2144261445,"Objekt: Kemmatten, Hünenberg",scenario.res_users_cfr,2006-02-08,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261443,"LCN-Objekt, Wohnung Harald Schwind, Schaffhausen, Offerte: 2056017",scenario.res_users_rgl,2006-09-28,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261441,"Objekt: EFH Bachtalenstrasse 10, 8909 Hedingen",scenario.res_users_sku,2006-11-01,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261439,Objekt: EFH Brustio,scenario.res_users_sku,2006-11-01,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261437,"Objekt: Grand Hotel Bad Ragaz (Gesamtsanierung, teils Neubau)",scenario.res_users_sku,2006-10-25,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261435,"Objekt: Grand Hotel Bad Ragaz (Gesamtsanierung, teils Neubau)",scenario.res_users_sku,2006-11-30,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261433,"Objekt: Carrefour Schönbühl, Erweiterung, Offerte: 2055420",scenario.res_users_cfr,2006-08-29,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261431,"Objekt: Carrefour Schönbühl, Erweiterung, Offerte: 2055433",scenario.res_users_cfr,2006-08-30,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261429,"Objekt: Carrefour Schönbühl, Erweiterung, Offerte: 2055434",scenario.res_users_cfr,2006-08-30,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261427,"Objekt: Carrefour Schönbühl, Erweiterung, Offerte: 2055511",scenario.res_users_cfr,2006-09-04,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261425,"Objekt: Carrefour Schönbühl, Erweiterung, Offerte: 2055517",scenario.res_users_cfr,2006-09-05,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261423,"Objekt: Carrefour Schönbühl, Erweiterung, Offerte: 2055415",scenario.res_users_cfr,2006-08-29,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261421,"Objekt: Carrefour Schönbühl, Erweiterung",scenario.res_users_rgl,2006-08-01,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261419,"Objekt: Carrefour Schönbühl, Erweiterung, Offerte: 2055437, 2055617",scenario.res_users_cfr,2006-09-11,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261417,Objekt: ? Offerte: 2057587,scenario.res_users_cfr,2007-01-31,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261415,"Objekt: Eigenbedarf, Offerte: 2057668",scenario.res_users_cfr,2007-02-05,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261413,"Objekt: Endress + Hauser, Auftragsnummer: 542.500",scenario.res_users_cfr,2007-02-06,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261411,Objekt: Novartis 310 (Musterraum),scenario.res_users_rgl,2007-02-06,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261409,"Objekt: ?, Offerte 2057724",scenario.res_users_cfr,2007-02-08,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261407,"Objekt: Etat de Vaud - Recordon 1, Offerte: 2055394",scenario.res_users_cfr,2006-08-25,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261405,"Objekt: ?, Offerte: 2055507 / 2055510",scenario.res_users_sgl,2006-09-04,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261403,"Objekt: GZR, Reinach, Offerte: 2057501",scenario.res_users_cfr,2007-01-26,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261401,"Objekt: IBB Betreibsgebäude Brugg, Offerte über GH, 11653",scenario.res_users_sku,2007-02-05,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261399,"Objekt: Egg-Telsa, Offerte: 2057724",scenario.res_users_cfr,2007-02-09,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261397,"Objekt: Dreifachturnhalle Röhrliberg, Cham",scenario.res_users_cfr,2006-09-21,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261395,"Objekt: Collège Sismondi, Offerte via EM Genf",scenario.res_users_pgl,2006-09-25,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261393,"Objekt: ?, Offerte 2055815",scenario.res_users_cfr,2006-09-27,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261391,"Objekt: Übungstunnel Ereignisdienste Lungern, Offerte: 2053177",scenario.res_users_rgl,2006-01-20,2009-12-31,,,,specific_building_project.stage_lost,,
scenario.buildingproject_-2144261389,Objekt: Ecole Stitelmann à Plan-les-Ouates,scenario.res_users_rgl,2006-06-29,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261387,"Objekt: Überbauung Ödenhof Haus 1/2/4/5/TG, Offerte: 2056022",scenario.res_users_cfr,2006-10-12,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261385,Objekte: Obstgarten/Lang/Fällanden/Wllwie,scenario.res_users_sku,2006-10-20,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261383,Objekt: College Sismondi,scenario.res_users_rgl,2006-10-17,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261381,"Objekt: EFH Kurmann, Richtpreis-Offerte",scenario.res_users_sku,2006-10-23,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261379,"Objekt:?, Offerte 2056438",scenario.res_users_cfr,2006-11-10,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261377,"Objekt: ?, Offerte 2056439",scenario.res_users_cfr,2006-11-10,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261375,"Objekt: ?, Offerte: GH",scenario.res_users_sku,2006-11-13,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261373,"Objekt: AMAG Vernier, Offerte GH",scenario.res_users_pgl,2006-11-14,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261372,"PD9 in Leuchtenschiene, Offerte: 2056539",scenario.res_users_sku,2006-11-17,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261370,"Objekt: ?, Offerte 2056571",scenario.res_users_cfr,2006-11-21,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261368,Umbau EFH Cornaz,scenario.res_users_rgl,2006-12-09,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261366,"Objekt: Neubau EFH Schützenmatt, Offerte: 2057157",scenario.res_users_cfr,2007-01-08,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261364,"Objekt: EFH Thomas Hagen, Schaffhausen > Inst: Oetterli, Schaffhausen",scenario.res_users_sku,2006-12-22,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261362,"Objekt: MFH Schwanenstrasse, Offerte WF, St. Gallen",scenario.res_users_sku,2007-01-16,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261360,"Objekt: ?, Offerte: 2057356",scenario.res_users_cfr,2007-01-19,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261358,"Objekt: ?, Offerte: 2057434",scenario.res_users_cfr,2007-01-24,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261356,"Objekt: IMMOB Dietikon, Projekt: 108691.001, Offerte: 2055321",scenario.res_users_cfr,2006-09-15,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261354,"Objekt: Gutenergie, Grafenau, Zug",scenario.res_users_sku,2007-02-14,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261352,"Konzept Haus Futura, Renggli Häuser, Luzern",scenario.res_users_sku,2006-09-14,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261350,"Objekt: Whg Schwind, Schaffhausen",scenario.res_users_sku,2006-11-29,2009-12-31,,,,specific_building_project.stage_won_realisation,,
scenario.buildingproject_-2144261348,"Objekt: Umbau UBS Schanzenbrücke, Auftragsnummer: 5.87.076.2.01, Offerte: 2055973",scenario.res_users_sku,2006-10-09,2009-12-31,,,,specific_building_project.stage_won_realisation,,
scenario.buildingproject_-2144261346,"Objekt: Les 4 Trèfles, Offerte: 2051140",scenario.res_users_cfr,2005-07-19,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261344,"Objekt: Le 4 Trèfles, Offerte: 2051128",scenario.res_users_cfr,2005-07-19,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261342,Objekt: Migros Marin,scenario.res_users_cfr,2007-01-11,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261340,"Objekt: ?, Offerte:  2058101",scenario.res_users_cfr,2007-03-06,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261338,"Objekt: IBM Avenue Giuseppe-Motta 48, Offerte: 2056922",scenario.res_users_cfr,2006-12-14,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261336,"Objekt: IBM Avenue Giuseppe-Motta 48, Offerte: 2056885",scenario.res_users_cfr,2006-12-12,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261334,Objekt: IBM Avenue Giuseppe-Motta 48,scenario.res_users_mse,2007-01-11,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261332,"Objekt: GM Seestrasse 540, Auftragsnummer: 108676.001, Offerte: 2056413",scenario.res_users_cfr,2006-11-09,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261330,"Objekt: 3-fach Turnhalle Reiden, Offerte: 2058108",scenario.res_users_cfr,2007-03-06,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261328,"Objekt: 3-fach Turnhalle Reiden, Auftragsnummer: Re-2586, Offerte: 2058084",scenario.res_users_cfr,2007-03-06,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261326,"Objekt: Weidpark, Auftragsnummer: 3.81.448.1, Offerte: 2057548, 20+6%",scenario.res_users_cfr,2007-01-29,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261324,"Objekt: Weidli, 103004.001, Offerte: 2057738",scenario.res_users_sku,2007-02-09,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261322,"Objekt: ?, Offerte: 2057760",scenario.res_users_cfr,2007-02-19,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261320,"Objekt: Swissmechanic, Weinfelden, Offerte: 2056479",scenario.res_users_sku,2006-11-13,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261318,Objekt: Himmelrichweg,scenario.res_users_rgl,2007-03-06,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261315,Objekt: EFH Oertlin/Kübler,scenario.res_users_sku,2007-01-26,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261313,"Objekt: Zum Park, Auftragsnummer: 300226.001, Offerte: 2053950",scenario.res_users_cfr,2006-04-03,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261311,"Objekt: MFH Mitteldorf, Mumpf, Offerte: 2058580",scenario.res_users_sku,2007-04-04,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261309,Objekt. PostFinance,scenario.res_users_sku,2007-04-03,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261307,"Objekt: Pflegezentrum Mattenhof, Umbau Haus A, 8051 Zürich, Auftragsnummer: A109048.001, Offerte: 2058402",scenario.res_users_cfr,2007-03-23,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261305,"Objekt: ?, Offerte: 2057914",scenario.res_users_cfr,2007-02-21,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261303,"Objekt: Ausstellungsraum/Eigenbedarf W + F, Offerte: 2058008",scenario.res_users_cfr,2007-02-27,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261301,"Objekt: AHZ Schlieren, Labor-Ausbau Wagistrasse 13, Zürich, Offerte: 2058009",scenario.res_users_cfr,2007-02-27,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261299,"Objekt: NB Sallispitz, Winterthur, Offerte: 2058123",scenario.res_users_cfr,2007-03-07,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261297,"Objekt: Überbaung zu den 3 Eichen, Gamprin",scenario.res_users_sku,2006-10-20,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261295,"Objekt: ?, Offerte: 2057369",scenario.res_users_cfr,2007-01-19,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261293,"Objekt: ?, Offerte: 2057214",scenario.res_users_cfr,2007-01-10,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261291,"Objekt: ?, Auftragsnummer: 150711, Offerte: 2057215",scenario.res_users_cfr,2007-01-10,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261289,"Objekt: Vino Vintana, Offerte über GH (mit ca. 18%)",scenario.res_users_sku,2006-11-01,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261287,"Objekt: KZO Wetzikon, Auftragsnummer: 3.81.457.1, Offerte: 2054473",scenario.res_users_cfr,2006-05-24,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261285,"Objekt: Schulhaus Breiten, Herrliberg",scenario.res_users_sku,2006-11-27,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261284,"Objekt: Allreal Juventus, Auftragsnummer: 108992.001, Offerte: 2057669",scenario.res_users_cfr,2007-02-05,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261282,"Objekt: Reihenhaus Kronenwiesen, Auftragsnummer: 98808",scenario.res_users_cfr,2006-05-16,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261280,Sanierung Altersheim Wolfswinkel,scenario.res_users_dla,,,,,,specific_building_project.stage_closed,,
scenario.buildingproject_-2144261278,"Objekt: Implenia Schlieren, Auftragsnummer: 109056.001, Offerte: 2058296",scenario.res_users_cfr,2007-03-16,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261276,"Objekt: DTH Angelrain, Lenzburg, Auftragsnummer: 100020.00, Offerte: 2058064",scenario.res_users_cfr,2007-03-02,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261274,"Objekt: A05-1427, Offerte: GH",scenario.res_users_sku,2006-11-27,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261272,"Objekt: Hotel Zürich Marriott, Offerte: 2058581",scenario.res_users_cfr,2007-04-05,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261270,"Objekt: Compusof S.A., Petit Lancy, Offerte:  2058091",scenario.res_users_cfr,2007-03-06,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261268,Objekt: EFH Soland,scenario.res_users_sku,2007-02-02,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261266,Objekt: Kernkraftwerk Leibstadt,scenario.res_users_rgl,2007-01-25,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261265,"Objekt: Stadion Maladère, Neuchâtel",scenario.res_users_rgl,2007-04-12,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261263,"Objekt: Umbau Villa Rainhof, Zürich Submissions-Baustein, Dienstleistungangebot",scenario.res_users_sku,2007-04-13,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261261,"Objekt: Sihlcity, Zürich und Theater 11, Zürich-Oerlikon, Offerte: 2053873",scenario.res_users_sku,2006-03-24,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261259,"Objekt: ?, Offerte: 2058718",scenario.res_users_cfr,2007-04-18,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261257,Objekt: in Österreich,scenario.res_users_sku,2007-04-18,2009-12-31,,,,specific_building_project.stage_won_completed,,
scenario.buildingproject_-2144261255,"Objekt: MFH Rosenbüchel, St. Gallen, Offerte: GH 10754",scenario.res_users_sku,2006-10-02,2009-12-31,,,,specific_building_project.stage_won_completed,,
