id,name,description,active,default_code,categ_id:id,list_price,standard_price,weight,taxes_id,property_account_income_id,property_account_expense_id,type,state,uom_id:id,valuation
scenario.product_100000,Vorlage-Artikel Lieferant: HugeWin,,TRUE,100000,scenario.product_category_R0_099,0,0,0,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_100001,Vorlage-Artikel Lieferant: B.E.G.,,TRUE,100001,scenario.product_category_R0_099,0,0,0,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_100002,Vorlage-Artikel Lieferant: Elektro Material AG,,TRUE,100002,scenario.product_category_R0_099,0,0,0,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_100004,Vorlage-Artikel: IL,,TRUE,100004,scenario.product_category_R203_101,0,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141068,PD2 S MAX NME DUO-DALI,"Präsenzmelder Dimm 2x DALI-DSI, ohne Farbblende",TRUE,141068,scenario.product_category_R201_002,328,0.9,0,TVA due à 8.0% (Incl. TN),3200,4200,product,draft,product.product_uom_unit,manual_periodic
scenario.product_141103,AL2 RC-plus 130/DNW,"Leuchte mit Bewegungsmelder, weiss",TRUE,141103,scenario.product_category_R202_004,225,52.74,2.7,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141129,AL2 RC-plus 130/DNS,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141129,scenario.product_category_R202_004,225,52.74,1.7,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141131,CDS R,Dämmerungsschalter,TRUE,141131,scenario.product_category_R205_005,51,8.946,0.072,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141132,F2 CM/W,"Strahler für Bewegungsmelder RC-plus next, weiss",TRUE,141132,scenario.product_category_R202_003,45,13.5,1.68,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141133,F2 CM/S,"Strahler für Bewegungsmelder RC-plus next, schwarz",TRUE,141133,scenario.product_category_R202_003,45,13.5,1.68,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141138,GL-AL-OP,Ersatzglas Opal,TRUE,141138,scenario.product_category_R202_007,33,7.4,1.1,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141139,GL-AL-BB,Ersatzglas Blasen,TRUE,141139,scenario.product_category_R202_007,35,7.75,0.755,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141142,AL2 RC-plus/DNW,"Leuchte ohne Bewegungsmelder, weiss",TRUE,141142,scenario.product_category_R202_004,192,40.9,2.6,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141143,AL2 RC-plus 230/DNW,"Leuchte mit Bewegungsmelder, weiss",TRUE,141143,scenario.product_category_R202_004,288,71.1,2.8,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141144,AL2 RC-plus 270/DNW,"Leuchte mit Bewegungsmelder, weiss",TRUE,141144,scenario.product_category_R202_004,358,84.86,2.9,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141145,AL2 RC-plus/DNS,"Leuchte ohne Bewegungsmelder, schwarz",TRUE,141145,scenario.product_category_R202_004,192,40.9,1.6,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141146,AL2 RC-plus 230/DNS,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141146,scenario.product_category_R202_004,288,71.1,1.8,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141147,AL2 RC-plus 270/DNS,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141147,scenario.product_category_R202_004,358,84.86,1.9,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141148,AL2 RC-plus 130/LTW,"Leuchte mit Bewegungsmelder, weiss",TRUE,141148,scenario.product_category_R202_004,215,50.48,1.6,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141149,AL2 RC-plus 230/LTW,"Leuchte mit Bewegungsmelder, weiss",TRUE,141149,scenario.product_category_R202_004,278,68.841,1.7,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141150,AL2 RC-plus 270/LTW,"Leuchte mit Bewegungsmelder, weiss",TRUE,141150,scenario.product_category_R202_004,348,82.605,1.8,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141151,AL2 RC-plus/LTW,"Leuchte ohne Bewegungsmelder, weiss",TRUE,141151,scenario.product_category_R202_004,182,38.649,1.5,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141152,AL2 RC-plus/LTS,"Leuchte ohne Bewegungsmelder, schwarz",TRUE,141152,scenario.product_category_R202_004,182,38.649,1.3,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141153,AL2 RC-plus 130/LTS,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141153,scenario.product_category_R202_004,215,50.48,1.4,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141154,AL2 RC-plus 230/LTS,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141154,scenario.product_category_R202_004,278,68.841,1.5,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141155,AL2 RC-plus 270/LTS,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141155,scenario.product_category_R202_004,348,82.605,1.6,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141156,AL2 RC-plus/BBW,"Leuchte ohne Bewegungsmelder, weiss",TRUE,141156,scenario.product_category_R202_004,151,31.556,1.4,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141157,AL2 RC-plus 130/BBW,"Leuchte mit Bewegungsmelder, weiss",TRUE,141157,scenario.product_category_R202_004,184,43.396,1.5,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141158,AL2 RC-plus 230/BBW,"Leuchte mit Bewegungsmelder, weiss",TRUE,141158,scenario.product_category_R202_004,247,61.748,1.6,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141159,AL2 RC-plus 270/BBW,"Leuchte mit Bewegungsmelder, weiss",TRUE,141159,scenario.product_category_R202_004,317,75.512,1.7,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141160,AL2 RC-plus/BBS,"Leuchte ohne Bewegungsmelder, schwarz",TRUE,141160,scenario.product_category_R202_004,151,31.556,1.4,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141161,AL2 RC-plus 130/BBS,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141161,scenario.product_category_R202_004,184,43.396,1.5,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141162,AL2 RC-plus 230/BBS,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141162,scenario.product_category_R202_004,247,61.748,1.508,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141163,AL2 RC-plus 270/BBS,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141163,scenario.product_category_R202_004,317,75.512,1.7,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141168,AL2 RC-plus/OPW,"Leuchte ohne Bewegungsmelder, weiss",TRUE,141168,scenario.product_category_R202_004,146,29.834,1.2,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141169,AL2 RC-plus 130/OPW,"Leuchte mit Bewegungsmelder, weiss",TRUE,141169,scenario.product_category_R202_004,179,41.674,1.3,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141170,AL2 RC-plus 230/OPW,"Leuchte mit Bewegungsmelder, weiss",TRUE,141170,scenario.product_category_R202_004,242,60.026,1.4,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141171,AL2 RC-plus 270/OPW,"Leuchte mit Bewegungsmelder, weiss",TRUE,141171,scenario.product_category_R202_004,312,73.79,1.5,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141172,AL2 RC-plus/OPS,"Leuchte ohne Bewegungsmelder, schwarz",TRUE,141172,scenario.product_category_R202_004,146,29.834,1.2,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141173,AL2 RC-plus 130/OPS,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141173,scenario.product_category_R202_004,179,41.674,1.3,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141174,AL2 RC-plus 230/OPS,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141174,scenario.product_category_R202_004,242,60.026,1.4,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141175,AL2 RC-plus 270/OPS,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141175,scenario.product_category_R202_004,312,73.79,1.5,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141192,AL1 110/W,"Bewegungsmelder-Leuchte, weiss",TRUE,141192,scenario.product_category_R202_004,145,24.246,0.713,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141194,ES-AL2/W,"Ecksockel, weiss",TRUE,141194,scenario.product_category_R202_022,23,0.0443,0.105,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141195,ES-AL2/S,"Ecksockel, schwarz",TRUE,141195,scenario.product_category_R202_022,23,0.0443,0.105,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141213,Philipps HL-300,Halogen-Leuchtmittel,TRUE,141213,scenario.product_category_R0_008,9.3,0.045,0.014,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141214,Philipps HL-500,Halogen-Leuchtmittel,TRUE,141214,scenario.product_category_R0_008,9.3,0.034,0.013,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141228,AL4 130/W,"Bewegungsmelder-Leuchte, weiss",TRUE,141228,scenario.product_category_R202_004,159,25.047,1.235,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141234,ZS-AL4,Ziffernsatz,TRUE,141234,scenario.product_category_R202_019,9,5.21,0.068,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141259,PLC18/840/4P,"Sparlampe, weiss",TRUE,141259,scenario.product_category_R0_008,20.15,0.062,0.061,"Taxe VRG 700200,TVA due à 8.0% (Incl. TN)",3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141260,PLC26/840/4P,"Sparlampe, weiss",TRUE,141260,scenario.product_category_R0_008,22,0.069,0.069,"Taxe VRG 700200,TVA due à 8.0% (Incl. TN)",3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141261,PLC18/830/4P,"Sparlampe, warmweiss",TRUE,141261,scenario.product_category_R0_008,20.15,0.062,0.061,"Taxe VRG 700200,TVA due à 8.0% (Incl. TN)",3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141262,Safetylux portable/R,"mobile Notleuchte, bordeauxrot",TRUE,141262,scenario.product_category_R202_011,332,58.176,1.8,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141266,IR-RC,IR-Fernbedienung,TRUE,141266,scenario.product_category_R201_009,30,4.896,0.072,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141273,Philipps HL-150,Halogen-Leuchtmittel,TRUE,141273,scenario.product_category_R0_008,11.2,0.045,0.01,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141278,WH-IR-RC,Wandhalterung zu IR-Fernbedienung,TRUE,141278,scenario.product_category_R201_025,7,2.8,0.011,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141284,ALC 360/W,"Leuchten-Sockel mit Bewegungsmelder, weiss",TRUE,141284,scenario.product_category_R202_012,119,18.333,0.52,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141285,ALC 360/S,"Leuchten-Sockel mit Bewegungsmelder, schwarz",TRUE,141285,scenario.product_category_R202_012,119,18.333,0.502,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141286,ALC/W,"Leuchten-Sockel ohne Bewegungsmelder, weiss",TRUE,141286,scenario.product_category_R202_012,67,10.251,0.44,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141287,ALC/S,"Leuchten-Sockel ohne Bewegungsmelder, schwarz",TRUE,141287,scenario.product_category_R202_012,67,10.251,0.445,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141291,ALC OP/W,"Leuchte ohne Bewegungsmelder, weiss",TRUE,141291,scenario.product_category_R202_004,90,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141292,ALC OP/S,"Leuchte ohne Bewegungsmelder, schwarz",TRUE,141292,scenario.product_category_R202_004,90,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141293,ALC 360 OP/W,"Leuchte mit Bewegungsmelder, weiss",TRUE,141293,scenario.product_category_R202_004,142,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141294,ALC 360 OP/S,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141294,scenario.product_category_R202_004,142,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141295,ALC BB/W,"Leuchte ohne Bewegungsmelder, weiss",TRUE,141295,scenario.product_category_R202_004,95,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141296,ALC BB/S,"Leuchte ohne Bewegungsmelder, schwarz",TRUE,141296,scenario.product_category_R202_004,95,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141297,ALC 360 BB/W,"Leuchte mit Bewegungsmelder, weiss",TRUE,141297,scenario.product_category_R202_004,147,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141298,ALC 360 BB/S,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141298,scenario.product_category_R202_004,147,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141299,ALC/FLW,"Leuchte ohne Bewegungsmelder, weiss",TRUE,141299,scenario.product_category_R202_004,134,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141300,ALC/FLS,"Leuchte ohne Bewegungsmelder, schwarz",TRUE,141300,scenario.product_category_R202_004,134,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141301,ALC 360/FLW,"Leuchte mit Bewegungsmelder, weiss",TRUE,141301,scenario.product_category_R202_004,186,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141302,ALC 360/FLS,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141302,scenario.product_category_R202_004,186,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141303,ALC/LNW,"Leuchte ohne Bewegungsmelder, weiss",TRUE,141303,scenario.product_category_R202_004,126,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141304,ALC/LNS,"Leuchte ohne Bewegungsmelder, schwarz",TRUE,141304,scenario.product_category_R202_004,126,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141305,ALC 360/LNW,"Leuchte mit Bewegungsmelder, weiss",TRUE,141305,scenario.product_category_R202_004,178,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141306,ALC 360/LNS,"Leuchte mit Bewegungsmelder, schwarz",TRUE,141306,scenario.product_category_R202_004,178,0,0,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141307,PD2 360 AP Master 2C,"Präsenzmelder 2-Kanal, weiss",TRUE,141307,scenario.product_category_R201_002,172,34.722,0.213,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141309,IPS-PD2,Sockel für NAP-Montage,TRUE,141309,scenario.product_category_R201_019,25,3.357,0.072,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141310,Philipps HL-1000,Halogen-Leuchtmittel,TRUE,141310,scenario.product_category_R0_008,21.5,0.127,0.021,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141314,LM-Safetylux-H-HL,Halogenlampe Hauptlicht P13.5s 4V 0.85A,TRUE,141314,scenario.product_category_R0_008,7.3,0,0.005,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141315,LM-Safetylux-H-NL,Glühlampe Nebenlicht 4.8V / 1.5W / BA9 / 9 x 23 mm,TRUE,141315,scenario.product_category_R0_008,2,0,0.005,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141317,RC-LG,Entstörkondensator,TRUE,141317,scenario.product_category_R201_024,18,2.277,0.035,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141318,AL2 RC-plus 130/W,"Leuchten-Sockel mit Bewegungsmelder, weiss",TRUE,141318,scenario.product_category_R202_004,156,0.276,0.686,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141319,AL2 RC-plus 130/S,"Leuchten-Sockel mit Bewegungsmelder, schwarz",TRUE,141319,scenario.product_category_R202_004,156,0.276,0.692,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141320,AL2 RC-plus 230/W,"Leuchten-Sockel mit Bewegungsmelder, weiss",TRUE,141320,scenario.product_category_R202_004,219,40.88,0.696,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141322,AL2 RC-plus 270/W,"Leuchten-Sockel mit Bewegungsmelder, weiss",TRUE,141322,scenario.product_category_R202_004,289,0,0.767,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141324,AL2 RC-plus/W,"Leuchten-Sockel ohne Bewegungsmelder, weiss",TRUE,141324,scenario.product_category_R202_004,123,0.1955,0.6,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141325,AL2 RC-plus/S,"Leuchten-Sockel ohne Bewegungsmelder, schwarz",TRUE,141325,scenario.product_category_R202_004,123,0.1955,0.604,"Taxe VRG 700180,TVA due à 8.0% (Incl. TN)",3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141326,MBW-FL-500/W,"Montagebügel für Wandmontage, weiss",TRUE,141326,scenario.product_category_R202_036,9.3,1.35,0.124,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141327,MBW-FL-500/S,"Montagebügel für Wandmontage, schwarz",TRUE,141327,scenario.product_category_R202_036,9.3,1.35,0.193,TVA due à 8.0% (Incl. TN),3200,4200,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141328,Sensor-/Aktormodul 230V für Tableau-Steuerungen,Busmodul für LCN - Local Control Network,TRUE,141328,scenario.product_category_R0_050,434,130.2,0.301,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141329,"Sensor-/Aktormodul für die Hutschiene 230V, 2x500VA",Busmodul für LCN - Local Control Network,TRUE,141329,scenario.product_category_R0_050,456,136.8,0.28,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141330,"Sensor-/Aktormodul 230V, 2x2000VA",Busmodul für LCN - Local Control Network,TRUE,141330,scenario.product_category_R0_050,868,260.4,1.998,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141331,"Sensor-/Aktormodul für die Hutschiene 230V, 2x300VA",Busmodul für LCN - Local Control Network,TRUE,141331,scenario.product_category_R0_050,305,91.5,0.2,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141332,Infrarot-Empfänger,Fernsteuerung für LCN - Local Control Network,TRUE,141332,scenario.product_category_R0_050,41,12.3,0.003,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141333,"Infrarot-Sender, 4-fach",Fernsteuerung für LCN - Local Control Network,TRUE,141333,scenario.product_category_R0_050,81,24.3,0.019,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141334,"Infrarot-Sender, 16-fach",Fernsteuerung für LCN - Local Control Network,TRUE,141334,scenario.product_category_R0_050,710,213,0,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141335,Trennverstärker 230V,Koppler für LCN - Local Control Network,TRUE,141335,scenario.product_category_R0_050,201,60.3,0.33,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141336,Lichtleiterkoppler für Glasfaserkabel,Koppler für LCN - Local Control Network,TRUE,141336,scenario.product_category_R0_050,806,241.8,0,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141337,Lichtleiterkoppler für Kunststoffkabel,Koppler für LCN - Local Control Network,TRUE,141337,scenario.product_category_R0_050,224,67.2,0.26,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141339,Segmentkoppler,Koppler für LCN - Local Control Network,TRUE,141339,scenario.product_category_R0_050,1015,304.5,0,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141340,Wandler Analog/Digital für die Hutschiene,Innensensor für LCN - Local Control Network,TRUE,141340,scenario.product_category_R0_050,162,48.6,0.13,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141342,"Binäreingang für die Hutschiene, 8-fach 230V",Binärsensor für LCN - Local Control Network,TRUE,141342,scenario.product_category_R0_050,156,46.8,0.152,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141343,"Binäreingang für die Hutschiene, 8-fach 24V",Binärsensor für LCN - Local Control Network,TRUE,141343,scenario.product_category_R0_050,162,48.6,0.1,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141344,"Stromsensor für die Hutschiene,  4-fach 16A",Binärsensor für LCN - Local Control Network,TRUE,141344,scenario.product_category_R0_050,146,43.8,0.224,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141345,"Relaisausgang 230V, 8-fach 12A",Ausgang für LCN - Local Control Network,TRUE,141345,scenario.product_category_R0_050,303,90.9,0.6,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141348,"Tastenumsetzer für die Hutschiene, 4-fach 230V",Tastensensor für LCN - Local Control Network,TRUE,141348,scenario.product_category_R0_050,70,21,0.1,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
scenario.product_141349,"Tastenumsetzer für die Hutschiene, 4-fach 24V",Tastensensor für LCN - Local Control Network,TRUE,141349,scenario.product_category_R0_050,74,22.2,0.1,TVA due à 8.0% (Incl. TN),3200,4620,product,sellable,product.product_uom_unit,manual_periodic
